,Horodateur,Boutique,code postal,Depuis combien de temps êtes vous un client de la Maison Pariès ?,A quelle fréquence venez-vous nous rendre visite ?,Comment nous avez-vous connus ?,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,Quel est le produit que vous préférez ?,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,Où achetez-vous nos produits ?,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,"Si vous n'êtes pas de la région, aimeriez-vous pouvoir trouver nos produits à proximité de votre domicile ?",Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,Quelle est votre catégorie socio-professionnelle ?,Tranche d'âge,de combien de personnes se compose votre foyer ?,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)"
252,2022-06-20,Biarritz,64***,Depuis quelques années,visite exceptionnelle,bouche à oreille,Originalité; Belle,pour faire un cadeau,Tout,Je ne sais pas,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Continuer,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,3.0,plus de 15 ans,Non,
253,2022-06-20,Biarritz,64200,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Fiable; Accueillant,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Chocolat noir,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité,Toujours dans la même boutique,Non,,,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,
254,2022-06-20,Biarritz,64200,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité,pour faire un cadeau,Kanougas; Chocolat,Je ne sais pas,Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,,Non,
255,2022-06-20,Biarritz,33680,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Fraicheur; Chic,pour me faire plaisir,Kanougas,,Pâtisseries; Viennoiseries,Proximité; Habitude,,Non,,,Je ne sais pas,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,2.0,,Non,
256,2022-06-20,Biarritz,64200,Depuis quelques années,visite hebdomadaire,par hasard en passant devant,Savoureux,pour me faire plaisir; pour faire un cadeau,Gateau basque,Pâtisseries,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Faire une carte de fidélité,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,35/49,4.0,- de 5 ans,Non,
257,2022-06-20,Biarritz,64100,Depuis quelques années,visite exceptionnelle,par hasard en passant devant; bouche à oreille,Qualité; Accueillant,pour me faire plaisir; pour faire un cadeau,Mouchous,Pâtisseries,Gateau basque,Gateau basque gout différent,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,18/24,1.0,,Non,
258,2022-06-20,Biarritz,64200,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Tradition,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
259,2022-06-20,Biarritz,92330,Depuis quelques années,visite exceptionnelle,bouche à oreille,Savoureux,pour régaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Macarons; Gateau basque,Pratique,En fonction de l'endroit où je me trouve,oui,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Profession libérale,35/49,5.0,entre 11 et 15 ans,Non,
260,2022-06-20,Biarritz,64100,Depuis quelques années,visite mensuelle,bouche à oreille,Savoureux; Attrayant,quand je reçois du monde ou quand je suis invitée,Mouchous,Je ne sais pas,Gateau basque,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Retraité,65 et +,2.0,,Non,
261,2022-06-20,Biarritz,64200,Depuis quelques années,visite hebdomadaire,"avec vos parents, votre famille",Parfait,pour me faire plaisir; quand je reçois du monde ou quand je suis invitée,Glaces pistache,Je ne sais pas,Pâtisseries; Viennoiseries,Habitude,Toujours dans la même boutique,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,
262,2022-06-20,Biarritz,64600,Depuis quelques années,visite exceptionnelle,bouche à oreille,Savoureux; Qualité,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Macarons,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Diversifier les boites de chocolats,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
263,2022-06-20,Biarritz,91300,C’est une de mes premières visites,C'est la première fois !,"par hasard en passant devant; avec vos parents, votre famille",Belle; Chic,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,25/34,1.0,,Non,
264,2022-06-20,Biarritz,92***,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Bon; Gâteau basque,pour faire un cadeau,Gateau basque,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Rien,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Homme,Employé,35/49,3.0,plus de 15 ans,Non,
265,2022-06-20,Biarritz,64200,Depuis moins d'un an,visite mensuelle,par hasard en passant devant,Savoureux; Accueillant,pour me faire plaisir,Mouchous,Je ne sais pas,Viennoiseries,Habitude; Prix,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Employé,25/34,2.0,,Non,
266,2022-06-20,Biarritz,33000,Depuis quelques années,visite mensuelle,par hasard en passant devant,Bon,pour me faire plaisir,Gateau basque aux agrumes,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,50/64,2.0,,Non,**********
267,2022-06-20,Biarritz,64600,Depuis quelques années,visite hebdomadaire,"avec vos parents, votre famille",Tradition; Bon,pour me faire plaisir; pour faire un cadeau,Gateau basque,Pâtisseries,Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,3.0,,Non,
268,2022-06-20,Biarritz,97133,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Tradition; Local,pour me faire plaisir,,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité,,Non,,,,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,plus de 15 ans,Non,
269,2022-06-20,Biarritz,64210,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Je ne sais pas,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,1.0,,Non,
270,2022-06-20,Biarritz,64200,Depuis quelques années,visite mensuelle,bouche à oreille,Pâtisseries; Chocolat,pour me faire plaisir,Gateau basque,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Ouvrier,25/34,2.0,,Non,
271,2022-06-20,Biarritz,75017,Depuis quelques années,visite mensuelle,bouche à oreille,Qualité; Savoureux,quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Gateau basque; Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,1.0,,Non,
272,2022-06-20,Biarritz,64210,Depuis toujours,visite exceptionnelle,par hasard en passant devant,Très bon,pour faire un cadeau,Kanougas,Je ne sais pas,Viennoiseries; Pâtisseries,Proximité; Habitude,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,4.0,plus de 15 ans,Non,
273,2022-06-20,Biarritz,64600,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour faire un cadeau,Kanougas,Je ne sais pas,Tablette de chocolat,Habitude,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,"Artisan, commerçant, chef d'entreprise",35/49,3.0,entre 11 et 15 ans,Non,
274,2022-06-20,Biarritz,12***,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité; Accueillant,pour me faire plaisir,Gateau basque,Je ne sais pas,Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,Non,oui,Gateau basque,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
275,2022-06-20,Biarritz,13090,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Fiable,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Viennoiseries; Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,
276,2022-06-20,Biarritz,64100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Tradition,pour me faire plaisir,Gateau basque,Je ne sais pas,Viennoiseries; Chocolat,Habitude,Toujours dans la même boutique,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,18/24,1.0,,Non,
277,2022-06-21,Socoa,29860,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Colorée; Chaleureux,pour me faire plaisir; pour faire un cadeau,,,,,,Non,oui,Proximité,,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,50/64,3.0,plus de 15 ans,Non,
278,2022-06-21,Socoa,64700,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Fiable,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité; Habitude,En fonction de l'endroit où je me trouve,Non,,,Baisser les prix,"Faire soi-même, Tradition et authenticité, Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
279,2022-06-21,Socoa,64320,Depuis quelques années,visite mensuelle,bouche à oreille,Bien; Bon,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,oui,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
280,2022-06-21,Socoa,37400,Depuis quelques années,visite mensuelle,bouche à oreille,Qualité,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,
281,2022-06-21,Socoa,64500,Depuis quelques années,visite mensuelle,bouche à oreille,Plaisant; Sucrée,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Espelines,Gateau basque,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,"Artisan, commerçant, chef d'entreprise",35/49,4.0,"- de 5 ans, entre 11 et 15 ans",Non,
282,2022-06-21,Socoa,31500,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Gâteau basque,pour me faire plaisir,Gateau basque,Je ne sais pas,Chocolat,Habitude; Proximité,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques), Tradition et authenticité, Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,plus de 15 ans,Non,
283,2022-06-21,Socoa,34170,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Accueillant,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque cerise,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation santé bien être et transparence, Tradition et authenticité, Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Retraité,50/64,5.0,"- de 5 ans, entre 5 et 10 ans",Non,
